0.0000000000	2.0000000000	0.2147018313	0.0034322452	-0.0451743267
0.0000000000	1.0000000000	0.1983730048	0.0028976158	-0.0546367615
0.0000000000	2.0000000000	0.1431125253	0.0063246107	-0.0585843995
0.0000000000	1.0000000000	0.1255592555	0.0051771090	-0.0653728247
0.0000000000	1.0000000000	0.1256749779	0.0045393133	-0.0641792044
0.0000000000	1.0000000000	0.1345424056	0.0051074964	-0.0659638494
0.0000000000	1.0000000000	0.1236582696	0.0021717693	-0.0788205266
0.0000000000	6.0000000000	0.1021380946	0.0091494964	-0.0758013055
0.0000000000	1.0000000000	0.1945422888	0.0094045307	-0.0517019555
0.0000000000	2.0000000000	0.1393723190	0.0099328374	-0.0535575487
0.0000000000	1.0000000000	0.1436890215	0.0026987393	-0.0452709831
0.0000000000	2.0000000000	0.1383582503	0.0021690656	-0.0470113792
0.0000000000	1.0000000000	0.1117000356	0.0048509943	-0.0533050373
0.0000000000	2.0000000000	0.1219893545	0.0035453476	-0.0444608293
0.0000000000	6.0000000000	0.1345426142	0.0053405575	-0.0246092416
0.0000000000	2.0000000000	0.1097343862	0.0043041245	-0.0295330808
0.0000000000	5.0000000000	0.1185259074	0.0042482293	-0.0443030447
0.0000000000	1.0000000000	0.1719950885	0.0021579799	-0.0388981774
0.0000000000	1.0000000000	0.1661911309	0.0055860146	-0.0480117649
0.0000000000	1.0000000000	0.1555902213	0.0010601302	-0.0441089012
0.0000000000	1.0000000000	0.1562199593	0.0036680535	-0.0383907557
0.0000000000	5.0000000000	0.1404330432	0.0042453134	-0.0367850848
0.0000000000	3.0000000000	0.1689623445	0.0088213608	-0.0404981673
0.0000000000	4.0000000000	0.1778152585	0.0062062112	-0.0367767364
0.0000000000	5.0000000000	0.1771245897	0.0086213527	-0.0168753434
0.0000000000	1.0000000000	0.1413798779	0.0048605865	-0.0129540451
0.0000000000	2.0000000000	0.1076138914	0.0036987425	-0.0007929779
0.0000000000	3.0000000000	0.1395968646	0.0047346507	-0.0244238563
0.0000000000	2.0000000000	0.1448715031	0.0054474440	-0.0386315882
0.0000000000	1.0000000000	0.1864555180	0.0026326356	-0.0277939234
0.0000000000	2.0000000000	0.2337791920	0.0046486412	-0.0288879536
0.0000000000	2.0000000000	0.1794495881	0.0029701511	-0.0248264633
0.0000000000	1.0000000000	0.1488503516	0.0015281576	-0.0077361939
0.0000000000	7.0000000000	0.1998075843	0.0018520206	-0.0103372755
0.0000000000	5.0000000000	0.1699948013	0.0030961784	-0.0206378289
0.0000000000	1.0000000000	0.1402012259	0.0068253661	-0.0228167363
0.0000000000	1.0000000000	0.1117331758	0.0066367667	-0.0175346453
0.0000000000	1.0000000000	0.1491583884	0.0068196636	-0.0155219920
0.0000000000	3.0000000000	0.1532805860	0.0036486119	-0.0105917016
0.0000000000	1.0000000000	0.1654485911	0.0039815814	-0.0216969866
0.0000000000	1.0000000000	0.1625747979	0.0041737696	-0.0014099327
0.0000000000	4.0000000000	0.1128824577	0.0092998082	-0.0098013980
0.0000000000	6.0000000000	0.1040421799	0.0052449699	-0.0104834959
0.0000000000	9.0000000000	0.1049058437	0.0032334360	-0.0067286734
0.0000000000	4.0000000000	0.1076286435	0.0087789707	-0.0132995900
0.0000000000	3.0000000000	0.1708376557	0.0053557516	-0.0282318965
0.0000000000	1.0000000000	0.1632041782	0.0066030226	-0.0214249175
0.0000000000	1.0000000000	0.2215524167	0.0078719361	-0.0148491617
0.0000000000	1.0000000000	0.2483774275	0.0046362528	-0.0198387168
0.0000000000	1.0000000000	0.3021888733	0.0091057019	-0.0233478751
0.0000000000	3.0000000000	0.2962147295	0.0098492932	-0.0200704150
0.0000000000	1.0000000000	0.3470671177	0.0086458679	-0.0367602706
0.0000000000	1.0000000000	0.3396373093	0.0089835655	-0.0440308154
0.0000000000	1.0000000000	0.3338853121	0.0057921535	-0.0409745201
0.0000000000	1.0000000000	0.3635697961	0.0051144823	-0.0334793478
0.0000000000	2.0000000000	0.3393678665	0.0052489582	-0.0329841450
0.0000000000	1.0000000000	0.3463723660	0.0098747788	-0.0228795242
0.0000000000	4.0000000000	0.3143656552	0.0021313888	-0.0201759879
0.0000000000	1.0000000000	0.3230413496	0.0046181632	-0.0150585435
0.0000000000	1.0000000000	0.2997764945	0.0083922949	-0.0221149269
0.0000000000	1.0000000000	0.2818583548	0.0056619989	-0.0166449249
0.0000000000	2.0000000000	0.2714579999	0.0075402777	-0.0243225936
0.0000000000	1.0000000000	0.2551843524	0.0055210767	-0.0320928171
0.0000000000	6.0000000000	0.3074858189	0.0024297219	-0.0181475915
0.0000000000	1.0000000000	0.2647487819	0.0072055366	-0.0197931062
0.0000000000	1.0000000000	0.2366486490	0.0033985972	-0.0167505853
0.0000000000	1.0000000000	0.2359950691	0.0046066889	-0.0101371361
0.0000000000	3.0000000000	0.2205789983	0.0066351304	-0.0271072425
0.0000000000	3.0000000000	0.2105572969	0.0014695592	-0.0239448547
0.0000000000	3.0000000000	0.2329164296	0.0062032673	-0.0505226515
0.0000000000	1.0000000000	0.2794975042	0.0084145078	-0.0477699339
0.0000000000	1.0000000000	0.3377967477	0.0036775023	-0.0304691941
0.0000000000	1.0000000000	0.2849378884	0.0060904911	-0.0092615671
0.0000000000	3.0000000000	0.2747454345	0.0042887107	-0.0144598028
0.0000000000	1.0000000000	0.2553034127	0.0089379633	-0.0066439491
0.0000000000	2.0000000000	0.2447095215	0.0040149568	-0.0167417023
0.0000000000	2.0000000000	0.2676460445	0.0094756167	-0.0168914441
0.0000000000	1.0000000000	0.2518626451	0.0072997245	-0.0163046792
0.0000000000	1.0000000000	0.1996793300	0.0060824794	-0.0191649944
0.0000000000	1.0000000000	0.1715598255	0.0054061334	-0.0161027052
0.0000000000	2.0000000000	0.2107369602	0.0089136614	-0.0218536258
0.0000000000	2.0000000000	0.2444572449	0.0017589156	-0.0222014654
0.0000000000	3.0000000000	0.2867644429	0.0051250155	-0.0102684470
0.0000000000	3.0000000000	0.2566753030	0.0015367041	-0.0085405298
0.0000000000	3.0000000000	0.2165534049	0.0010554454	-0.0225887038
0.0000000000	2.0000000000	0.2252078950	0.0054601999	-0.0245637726
0.0000000000	2.0000000000	0.2874715328	0.0015063200	-0.0151194166
0.0000000000	1.0000000000	0.2855437994	0.0073335860	-0.0094573861
0.0000000000	3.0000000000	0.2791725397	0.0099813761	-0.0142041529
0.0000000000	4.0000000000	0.2333145291	0.0096980901	-0.0163862873
0.0000000000	3.0000000000	0.2626147270	0.0068909577	-0.0251841098
0.0000000000	3.0000000000	0.2596444190	0.0055744206	-0.0172645785
0.0000000000	1.0000000000	0.2520878315	0.0070710881	-0.0173179619
0.0000000000	1.0000000000	0.2275984138	0.0058802045	-0.0185185019
0.0000000000	1.0000000000	0.2213245481	0.0013769632	-0.0129223326
0.0000000000	4.0000000000	0.2440030575	0.0060853316	-0.0137576060
0.0000000000	2.0000000000	0.3097997904	0.0084120380	-0.0083790375
0.0000000000	1.0000000000	0.3156566024	0.0065386067	-0.0227038935
0.0000000000	1.0000000000	0.2542935908	0.0056273043	-0.0215054359
0.0000000000	3.0000000000	0.2341752201	0.0032498804	-0.0219972022
0.0000000000	2.0000000000	0.2131639272	0.0043020723	-0.0183628704
0.0000000000	1.0000000000	0.1906818300	0.0081119146	-0.0179340187
0.0000000000	1.0000000000	0.1989849210	0.0085110152	-0.0106856907
0.0000000000	1.0000000000	0.1752261668	0.0075855386	-0.0122573487
0.0000000000	1.0000000000	0.2629369497	0.0039372831	-0.0079898862
0.0000000000	2.0000000000	0.3310572505	0.0040813317	-0.0202927496
0.0000000000	4.0000000000	0.3281485438	0.0043051862	-0.0335666947
0.0000000000	2.0000000000	0.3147167563	0.0069796476	-0.0387354679
0.0000000000	3.0000000000	0.3347245455	0.0089517506	-0.0354645625
0.0000000000	6.0000000000	0.3386229277	0.0094357226	-0.0192473643
